1	31	31
2	30	61
3	24	85
4	52	137
5	35	172
6	29	201
7	39	240
8	27	267
9	31	298
10	24	322
11	30	352
12	82	434
13	86	520
14	33	553
15	18	571
16	24	595
17	21	616
18	50	666
19	64	730
20	119	849
21	18	867
22	23	890
23	36	926
24	80	1006
25	22	1028
26	14	1042
27	11	1053
28	89	1142
29	16	1158
30	23	1181
31	64	1245
32	26	1271
33	51	1322
34	16	1338
35	28	1366
36	25	1391
37	68	1459
38	80	1539
39	30	1569
40	337	1906
41	122	2028
42	17	2045
43	22	2067
44	69	2136
45	94	2230
46	57	2287
47	92	2379
48	24	2403
49	53	2456
50	129	2585
51	87	2672
52	69	2741
53	16	2757
54	15	2772
55	16	2788
56	48	2836
57	21	2857
58	42	2899
59	65	2964
60	45	3009
61	27	3036
62	128	3164
63	36	3200
64	23	3223
65	42	3265
66	27	3292
67	30	3322
68	47	3369
69	15	3384
70	17	3401
71	150	3551
72	48	3599
73	32	3631
74	68	3699
75	87	3786
76	60	3846
77	22	3868
78	166	4034
79	22	4056
80	55	4111
81	19	4130
82	73	4203
83	25	4228
84	130	4358
85	48	4406
86	28	4434
87	106	4540
88	62	4602
89	116	4718
90	101	4819
91	27	4846
92	36	4882
93	70	4952
94	39	4991
95	41	5032
96	76	5108
97	151	5259
98	43	5302
99	84	5386
100	23	5409
101	116	5525
102	42	5567
103	177	5744
104	97	5841
105	37	5878
106	21	5899
107	374	6273
108	75	6348
109	56	6404
110	43	6447
111	62	6509
112	76	6585
113	36	6621
114	247	6868
115	236	7104
116	50	7154
117	22	7176
118	20	7196
119	22	7218
120	83	7301
121	132	7433
122	30	7463
123	19	7482
124	10	7492
125	80	7572
126	62	7634
127	52	7686
128	74	7760
129	23	7783
130	90	7873
131	52	7925
132	30	7955
133	21	7976
134	39	8015
135	31	8046
136	52	8098
137	54	8152
138	21	8173
139	98	8271
140	26	8297
141	33	8330
142	19	8349
143	102	8451
144	135	8586
145	71	8657
146	59	8716
147	119	8835
148	88	8923
149	62	8985
150	32	9017
151	46	9063
152	89	9152
153	58	9210
154	102	9312
155	55	9367
156	97	9464
157	59	9523
158	30	9553
159	24	9577
160	43	9620
161	30	9650
162	40	9690
163	533	10223
164	33	10256
165	32	10288
166	25	10313
167	28	10341
168	74	10415
169	66	10481
170	64	10545
171	102	10647
172	35	10682
173	42	10724
174	20	10744
175	23	10767
176	21	10788
177	100	10888
178	46	10934
179	98	11032
180	29	11061
181	52	11113
182	46	11159
183	53	11212
184	41	11253
185	57	11310
186	108	11418
