1	468	468	
2	149	617	
3	50	667	
4	39	706	
5	53	759	
6	36	795	
7	30	825	
8	46	871	
9	45	916	
10	28	944	
11	41	985	
12	41	1026	
13	52	1078	
14	75	1153	
15	92	1245	
16	15	1260	
17	20	1280	
18	20	1300	
19	13	1313	
20	20	1333	
21	19	1352	
22	7	1359	
23	19	1378	
24	16	1394	
25	50	1444	
26	49	1493	
27	17	1510	
28	43	1553	
29	76	1629	
30	48	1677	
31	32	1709	
32	85	1794	
33	245	2039	
34	82	2121	
35	50	2171	
36	87	2258	
37	106	2364	
38	27	2391	
39	47	2438	
40	33	2471	
41	248	2719	
42	221	2940	
43	56	2996	
44	25	3021	
45	73	3094	
46	32	3126	
47	22	3148	
48	17	3165	
49	24	3189	
50	53	3242	
51	113	3355	
52	39	3394	
53	105	3499	
54	261	3760	
55	139	3899	
56	151	4050	
57	239	4289	
58	49	4338	
59	68	4406	
60	30	4436	
61	71	4507	
62	33	4540	
63	289	4829	
64	154	4983	
65	189	5172	
66	75	5247	
67	47	5294	
68	35	5329	
69	17	5346	
70	37	5383	
71	152	5535	
72	40	5575	
73	22	5597	
74	32	5629	
75	40	5669	
76	51	5720	
77	59	5779	
78	32	5811	
79	34	5845	
80	51	5896	
81	100	5996	
82	32	6028	
83	84	6112	
84	34	6146	
85	14	6160	
86	15	6175	
87	24	6199	
88	16	6215	
89	13	6228	
90	11	6239	
91	64	6303	
92	67	6370	
93	62	6432	
94	25	6457	
95	111	6568	
96	50	6618	
97	33	6651	
98	29	6680	
99	238	6918	
100	42	6960	
101	35	6995	
102	27	7022	
103	52	7074	
104	43	7117	
105	32	7149	
106	30	7179	
107	36	7215	
108	107	7322	
109	30	7352	
110	22	7374	
111	29	7403	
112	19	7422	
113	58	7480	
114	48	7528	
115	24	7552	
116	48	7600	
117	73	7673	
118	291	7964	
119	36	8000	
120	364	8364	
121	113	8477	
122	88	8565	
123	86	8651	
124	81	8732	
125	140	8872	
126	202	9074	
127	21	9095	
128	25	9120	
129	61	9181	
130	52	9233	
131	22	9255	
132	37	9292	
133	26	9318	
134	23	9341	
135	34	9375	
136	49	9424	
137	118	9542	
138	28	9570	
139	76	9646	
140	47	9693	
141	63	9756	
142	16	9772	
143	86	9858	
144	143	10001	
145	77	10078	
146	63	10141	
147	113	10254	
148	55	10309	
149	74	10383	
150	103	10486	
151	73	10559	
152	71	10630	
153	69	10699	
154	86	10785	
155	35	10820	
156	106	10926	
157	83	11009	
158	44	11053	
159	29	11082	
160	38	11120	
161	28	11148	
162	21	11169	
163	33	11202	
164	41	11243	
165	42	11285	
166	40	11325	
167	33	11358	
168	35	11393	
169	29	11422	
170	10	11432	
171	42	11474	
172	17	11491	
173	19	11510	
174	17	11527	
175	71	11598	
176	52	11650	
177	26	11676	
178	5	11681	
179	13	11694	
180	20	11714	
181	21	11735	
182	28	11763	
183	26	11789	
184	49	11838	
185	6	11844	
186	397	12241	
187	32	12273	
188	35	12308	
189	47	12355	
190	88	12443	
191	16	12459	
192	59	12518	
193	43	12561	
194	31	12592	
195	22	12614	
196	46	12660	
197	44	12704	
198	53	12757	
199	31	12788	
200	229	13017	
201	27	13044	
202	134	13178	
203	54	13232	
204	126	13358	
205	32	13390	
206	33	13423	
207	34	13457	
208	64	13521	
209	47	13568	
210	103	13671	
211	39	13710	
212	50	13760	
213	50	13810	
214	18	13828	
215	23	13851	
216	24	13875	
217	40	13915	
218	87	14002	
219	30	14032	
220	27	14059	
221	71	14130	
222	17	14147	
223	38	14185	
224	10	14195	
225	17	14212	
226	22	14234	
227	28	14262	
228	40	14302	
229	35	14337	
230	74	14411	
231	16	14427	
232	54	14481	
233	21	14502	
234	83	14585	
235	24	14609	
236	155	14764	
237	104	14868	
238	91	14959	
239	114	15073	
240	85	15158	
241	189	15347	
242	67	15414	
243	29	15443	
244	13	15456	
245	22	15478	
246	93	15571	
247	157	15728	
248	20	15748	
249	24	15772	
250	54	15826	
251	20	15846	
252	84	15930	
253	56	15986	
254	27	16013	
255	16	16029	
256	13	16042	
257	107	16149	
258	27	16176	
259	12	16188	
260	30	16218	
261	280	16498	
262	32	16530	
263	77	16607	
264	19	16626	
265	86	16712	
266	152	16864	
267	125	16989	
268	50	17039	
269	220	17259	
270	42	17301	
271	85	17386	
272	40	17426	
273	107	17533	
274	295	17828	
275	29	17857	
276	75	17932	
277	45	17977	
278	59	18036	
279	163	18199	
280	47	18246	
281	19	18265	
282	36	18301	
283	26	18327	
284	36	18363	
285	29	18392	
286	51	18443	
287	28	18471	
288	52	18523	
289	179	18702	
290	134	18836	
291	43	18879	
292	42	18921	
293	489	19410	
294	48	19458	
295	43	19501	
296	64	19565	
297	27	19592	
298	97	19689	
299	60	19749	
300	48	19797	
301	82	19879	
302	308	20187	
303	52	20239	
304	83	20322	
305	50	20372	
306	46	20418	
307	24	20442	
308	25	20467	
309	48	20515	
310	28	20543	
311	37	20580	
312	121	20701	
313	27	20728	
314	23	20751	
315	47	20798	
316	44	20842	
317	31	20873	
318	17	20890	
319	127	21017	
320	43	21060	
321	88	21148	
322	78	21226	
323	45	21271	
324	36	21307	
325	25	21332	
326	67	21399	
327	68	21467	
328	83	21550	
329	48	21598	
330	45	21643	
331	214	21857	
332	65	21922	
333	36	21958	
334	116	22074	
335	45	22119	
336	30	22149	
337	49	22198	
338	26	22224	
339	103	22327	
340	25	22352	
341	23	22375	
342	24	22399	
343	50	22449	
344	22	22471	
345	13	22484	
346	25	22509	
347	31	22540	
348	24	22564	
349	27	22591	
350	17	22608	
351	11	22619	
